     1.00000     1.00000    -1.00000     0.00213     0.00061     0.00056    -0.00061
     1.00000     1.00000    -0.90000     0.00213     0.00067     0.00059    -0.00060
     1.00000     1.00000    -0.80000     0.00213     0.00074     0.00066    -0.00060
     1.00000     1.00000    -0.70000     0.00213     0.00063     0.00057    -0.00044
     1.00000     1.00000    -0.60000     0.00213     0.00050     0.00046    -0.00030
     1.00000     1.00000    -0.50000     0.00213     0.00064     0.00057    -0.00032
     1.00000     1.00000    -0.40000     0.00213     0.00063     0.00057    -0.00025
     1.00000     1.00000    -0.30000     0.00213     0.00047     0.00044    -0.00014
     1.00000     1.00000    -0.20000     0.00213     0.00064     0.00057    -0.00013
     1.01000     1.00000    -0.10000     0.00213    -0.00004    -0.00005     0.00000
     1.02000     1.00000     0.00000     0.00213     0.00029     0.00020     0.00000
     1.02000     1.00000     0.10000     0.00213    -0.00036    -0.00040    -0.00004
     1.04000     1.20000     0.20000     0.00213    -0.00036    -0.00050    -0.00007
     1.06000     1.20000     0.30000     0.00213    -0.00060    -0.00076    -0.00018
     1.09000     1.10000     0.40000     0.00213    -0.00126    -0.00127    -0.00051
     1.20000     1.20000     0.50000     0.00213    -0.00185    -0.00163    -0.00092
     1.30000     2.00000     0.60000     0.00213     0.00102     0.00103     0.00061
     1.50000     3.00000     0.70000     0.00213     0.00869     0.00823     0.00608
     1.90000     7.00000     0.80000     0.00213     0.03201     0.02933     0.02561
     3.00000     9.00000     0.90000     0.00213     0.06242     0.05969     0.05617
