     1.00000     1.00000    -1.00000    -0.11797
     1.00000     1.00000    -0.90000    -0.10954
     1.00000     1.00000    -0.80000    -0.10026
     1.00000     1.00000    -0.70000    -0.09123
     1.00000     1.00000    -0.60000    -0.08153
     1.00000     1.00000    -0.50000    -0.07018
     1.00000     1.00000    -0.40000    -0.05906
     1.00000     1.00000    -0.30000    -0.04685
     1.00000     1.00000    -0.20000    -0.03232
     1.01000     1.00000    -0.10000    -0.01781
     1.02000     1.00000     0.00000     0.00129
     1.02000     1.00000     0.10000     0.02398
     1.04000     1.20000     0.20000     0.05336
     1.06000     1.20000     0.30000     0.09293
     1.09000     1.10000     0.40000     0.14879
     1.20000     1.20000     0.50000     0.24374
     1.30000     2.00000     0.60000     0.38345
     1.50000     3.00000     0.70000     0.58238
     1.90000     7.00000     0.80000     0.79188
     3.00000     9.00000     0.90000     0.92498
