     1.00000     1.00000    -1.00000     0.16616     0.15287
     1.00000     1.00000    -0.90000     0.16624     0.15294
     1.00000     1.00000    -0.80000     0.16629     0.15299
     1.00000     1.00000    -0.70000     0.16641     0.15309
     1.00000     1.00000    -0.60000     0.16643     0.15311
     1.00000     1.00000    -0.50000     0.16648     0.15314
     1.00000     1.00000    -0.40000     0.16643     0.15311
     1.00000     1.00000    -0.30000     0.16658     0.15324
     1.00000     1.00000    -0.20000     0.16625     0.15294
     1.01000     1.00000    -0.10000     0.17739     0.16326
     1.02000     1.00000     0.00000     0.18822     0.17330
     1.02000     1.00000     0.10000     0.18826     0.17333
     1.04000     1.20000     0.20000     0.23108     0.21289
     1.06000     1.20000     0.30000     0.25313     0.23331
     1.09000     1.10000     0.40000     0.27200     0.25078
     1.20000     1.20000     0.50000     0.38605     0.35686
     1.30000     2.00000     0.60000     0.59704     0.55473
     1.50000     3.00000     0.70000     0.90060     0.84559
     1.90000     7.00000     0.80000     1.66655     1.60002
     3.00000     9.00000     0.90000     2.30267     2.27060
