     1.00000     1.00000    -1.00000     0.00213     0.00061     0.00056    -0.00061
     1.01000     1.00000    -1.00000     0.00213     0.00053     0.00047    -0.00053
     1.02000     1.00000    -1.00000     0.00213     0.00043     0.00037    -0.00043
     1.03000     1.00000    -1.00000     0.00213     0.00049     0.00041    -0.00049
     1.04000     1.00000    -1.00000     0.00213     0.00048     0.00037    -0.00048
     1.05000     1.00000    -1.00000     0.00213     0.00049     0.00041    -0.00049
     1.06000     1.00000    -1.00000     0.00213     0.00021     0.00013    -0.00021
     1.07000     1.00000    -1.00000     0.00213     0.00033     0.00023    -0.00033
     1.08000     1.00000    -1.00000     0.00213     0.00019     0.00011    -0.00019
     1.09000     1.00000    -1.00000     0.00213     0.00001    -0.00008    -0.00001
     1.10000     1.00000    -1.00000     0.00213    -0.00014    -0.00021     0.00014
     1.20000     1.00000    -1.00000     0.00213    -0.00147    -0.00123     0.00147
     1.30000     1.00000    -1.00000     0.00213    -0.00295    -0.00198     0.00295
     1.40000     1.00000    -1.00000     0.00213    -0.00377    -0.00187     0.00377
     1.50000     1.10000    -1.00000     0.00213    -0.00483    -0.00197     0.00483
     1.60000     1.70000    -1.00000     0.00213    -0.00765    -0.00319     0.00765
     1.70000     3.00000    -1.00000     0.00213    -0.01401    -0.00643     0.01401
     1.80000     4.00000    -1.00000     0.00213    -0.01865    -0.00769     0.01865
     1.90000     5.00000    -1.00000     0.00213    -0.02311    -0.00811     0.02311
     2.00000     5.00000    -1.00000     0.00213    -0.02315    -0.00615     0.02315
     3.00000     9.00000    -1.00000     0.00213    -0.03832     0.00753     0.03832
     4.00000     9.00000    -1.00000     0.00213    -0.03790     0.01988     0.03790
     5.00000     9.00000    -1.00000     0.00213    -0.03964     0.02991     0.03964
     1.00000     1.00000    -0.90000     0.00213     0.00067     0.00059    -0.00060
     1.01000     1.00000    -0.90000     0.00213     0.00068     0.00062    -0.00061
     1.02000     1.00000    -0.90000     0.00213     0.00077     0.00069    -0.00069
     1.03000     1.00000    -0.90000     0.00213     0.00049     0.00040    -0.00044
     1.04000     1.00000    -0.90000     0.00213     0.00038     0.00029    -0.00035
     1.05000     1.00000    -0.90000     0.00213     0.00039     0.00032    -0.00036
     1.06000     1.00000    -0.90000     0.00213     0.00036     0.00025    -0.00032
     1.07000     1.00000    -0.90000     0.00213     0.00027     0.00018    -0.00025
     1.08000     1.00000    -0.90000     0.00213     0.00019     0.00008    -0.00017
     1.09000     1.00000    -0.90000     0.00213     0.00002    -0.00008    -0.00001
     1.10000     1.00000    -0.90000     0.00213     0.00001    -0.00008    -0.00001
     1.20000     1.00000    -0.90000     0.00213    -0.00142    -0.00118     0.00128
     1.30000     1.00000    -0.90000     0.00213    -0.00301    -0.00205     0.00271
     1.40000     1.00000    -0.90000     0.00213    -0.00404    -0.00216     0.00363
     1.50000     1.00000    -0.90000     0.00213    -0.00449    -0.00181     0.00404
     1.60000     1.50000    -0.90000     0.00213    -0.00701    -0.00296     0.00631
     1.70000     1.80000    -0.90000     0.00213    -0.00863    -0.00304     0.00776
     1.80000     3.00000    -0.90000     0.00213    -0.01421    -0.00534     0.01279
     1.90000     5.00000    -0.90000     0.00213    -0.02407    -0.00979     0.02166
     2.00000     6.00000    -0.90000     0.00213    -0.02864    -0.01014     0.02578
     3.00000     9.00000    -0.90000     0.00213    -0.03942     0.00380     0.03548
     4.00000     9.00000    -0.90000     0.00213    -0.03777     0.01420     0.03399
     5.00000     9.00000    -0.90000     0.00213    -0.03741     0.02041     0.03367
     1.00000     1.00000    -0.80000     0.00213     0.00074     0.00066    -0.00060
     1.01000     1.00000    -0.80000     0.00213     0.00049     0.00044    -0.00039
     1.02000     1.00000    -0.80000     0.00213     0.00073     0.00064    -0.00059
     1.03000     1.00000    -0.80000     0.00213     0.00059     0.00050    -0.00048
     1.04000     1.00000    -0.80000     0.00213     0.00049     0.00040    -0.00039
     1.05000     1.00000    -0.80000     0.00213     0.00038     0.00029    -0.00031
     1.06000     1.00000    -0.80000     0.00213     0.00052     0.00041    -0.00041
     1.07000     1.00000    -0.80000     0.00213     0.00019     0.00011    -0.00015
     1.08000     1.00000    -0.80000     0.00213     0.00029     0.00020    -0.00023
     1.09000     1.00000    -0.80000     0.00213     0.00012     0.00006    -0.00009
