     1.00000    -1.00000     5.10858     0.09761     0.08866     1.00488
     1.01000    -1.00000     5.10858     0.09498     0.08621     1.00457
     1.02000    -1.00000     5.10858     0.09576     0.08696     1.00468
     1.03000    -1.00000     5.10858     0.09800     0.08898     1.00483
     1.04000    -1.00000     5.10858     0.10031     0.09110     1.00507
     1.05000    -1.00000     5.10858     0.10288     0.09344     1.00534
     1.06000    -1.00000     5.10858     0.10562     0.09594     1.00565
     1.07000    -1.00000     5.10858     0.10862     0.09865     1.00596
     1.08000    -1.00000     5.10858     0.11150     0.10128     1.00627
     1.09000    -1.00000     5.10858     0.11447     0.10395     1.00662
     1.10000    -1.00000     5.10858     0.11745     0.10664     1.00698
     1.00000    -0.90000     5.10858     0.10219     0.09282     1.00433
     1.01000    -0.90000     5.10858     0.10013     0.09093     1.00413
     1.02000    -0.90000     5.10858     0.10078     0.09155     1.00423
     1.03000    -0.90000     5.10858     0.10340     0.09390     1.00437
     1.04000    -0.90000     5.10858     0.10560     0.09592     1.00458
     1.05000    -0.90000     5.10858     0.10843     0.09851     1.00484
     1.06000    -0.90000     5.10858     0.11130     0.10113     1.00509
     1.07000    -0.90000     5.10858     0.11436     0.10390     1.00537
     1.08000    -0.90000     5.10858     0.11766     0.10690     1.00563
     1.09000    -0.90000     5.10858     0.12063     0.10959     1.00596
     1.10000    -0.90000     5.10858     0.12387     0.11248     1.00628
     1.00000    -0.80000     5.10858     0.10865     0.09871     1.00383
     1.01000    -0.80000     5.10858     0.10564     0.09596     1.00368
     1.02000    -0.80000     5.10858     0.10690     0.09714     1.00372
     1.03000    -0.80000     5.10858     0.10917     0.09920     1.00388
     1.04000    -0.80000     5.10858     0.11165     0.10149     1.00406
     1.05000    -0.80000     5.10858     0.11478     0.10431     1.00427
     1.06000    -0.80000     5.10858     0.11783     0.10710     1.00448
     1.07000    -0.80000     5.10858     0.12088     0.10984     1.00474
     1.08000    -0.80000     5.10858     0.12421     0.11288     1.00501
     1.09000    -0.80000     5.10858     0.12766     0.11599     1.00526
     1.10000    -0.80000     5.10858     0.13076     0.11881     1.00555
     1.00000    -0.70000     5.10858     0.13122     0.11961     1.00427
     1.01000    -0.70000     5.10858     0.11281     0.10252     1.00320
     1.02000    -0.70000     5.10858     0.11374     0.10337     1.00323
     1.03000    -0.70000     5.10858     0.11575     0.10524     1.00335
     1.04000    -0.70000     5.10858     0.11864     0.10787     1.00349
     1.05000    -0.70000     5.10858     0.12170     0.11065     1.00369
     1.06000    -0.70000     5.10858     0.12479     0.11347     1.00390
     1.07000    -0.70000     5.10858     0.12840     0.11671     1.00409
     1.08000    -0.70000     5.10858     0.13178     0.11978     1.00433
     1.09000    -0.70000     5.10858     0.13523     0.12292     1.00453
     1.10000    -0.70000     5.10858     0.13876     0.12608     1.00479
     1.00000    -0.60000     5.10858     0.12366     0.11244     1.00286
     1.01000    -0.60000     5.10858     0.12093     0.10996     1.00268
     1.02000    -0.60000     5.10858     0.12140     0.11039     1.00271
     1.03000    -0.60000     5.10858     0.12352     0.11231     1.00280
     1.04000    -0.60000     5.10858     0.12631     0.11488     1.00292
     1.05000    -0.60000     5.10858     0.12941     0.11765     1.00310
     1.06000    -0.60000     5.10858     0.13301     0.12096     1.00324
     1.07000    -0.60000     5.10858     0.13661     0.12423     1.00342
     1.08000    -0.60000     5.10858     0.14029     0.12756     1.00360
     1.09000    -0.60000     5.10858     0.14406     0.13094     1.00379
     1.10000    -0.60000     5.10858     0.14779     0.13433     1.00398
     1.00000    -0.50000     5.10858     0.13351     0.12147     1.00226
     1.01000    -0.50000     5.10858     0.12900     0.11732     1.00214
     1.02000    -0.50000     5.10858     0.13013     0.11833     1.00218
     1.03000    -0.50000     5.10858     0.13251     0.12052     1.00224
     1.04000    -0.50000     5.10858     0.13530     0.12309     1.00235
