     1.01000    -1.00000     0.08457     0.07761
     1.01000    -0.90000     0.08929     0.08198
     1.01000    -0.80000     0.09442     0.08673
     1.01000    -0.70000     0.10040     0.09224
     1.01000    -0.60000     0.10704     0.09838
     1.01000    -0.50000     0.11462     0.10537
     1.01000    -0.40000     0.12340     0.11348
     1.01000    -0.30000     0.13363     0.12291
     1.01000    -0.20000     0.14556     0.13391
     1.02000    -0.10000     0.16971     0.15623
     1.02000     0.00000     0.18832     0.17338
     1.01000     0.10000     0.19898     0.18314
     1.02000     0.20000     0.24010     0.22113
     1.03000     0.30000     0.29341     0.27037
     1.03000     0.40000     0.34819     0.32095
     1.04000     0.50000     0.44810     0.41336
     1.05000     0.60000     0.60091     0.55513
     1.04000     0.70000     0.78983     0.73116
     1.04000     0.80000     1.22217     1.13865
     1.04000     0.90000     2.31565     2.20980
