     1.01000    -1.00000     5.10858     0.09498     0.08621     1.00457
     1.01000    -0.90000     5.10858     0.10013     0.09093     1.00413
     1.01000    -0.80000     5.10858     0.10564     0.09596     1.00368
     1.01000    -0.70000     5.10858     0.11281     0.10252     1.00320
     1.01000    -0.60000     5.10858     0.12093     0.10996     1.00268
     1.01000    -0.50000     5.10858     0.12900     0.11732     1.00214
     1.01000    -0.40000     5.10858     0.13929     0.12671     1.00161
     1.01000    -0.30000     5.10858     0.15107     0.13750     1.00110
     1.01000    -0.20000     5.10858     0.16540     0.15057     1.00058
     1.02000    -0.10000     5.10858     0.18241     0.16610     1.00020
     1.02000     0.00000     5.10858     0.20268     0.18461     1.00000
     1.01000     0.10000     5.10858     0.23005     0.20962     1.00024
     1.02000     0.20000     5.10858     0.26087     0.23759     1.00129
     1.03000     0.30000     5.10858     0.30938     0.28184     1.00422
     1.03000     0.40000     5.10858     0.37136     0.33834     1.01085
     1.04000     0.50000     5.10858     0.46254     0.42132     1.02607
     1.05000     0.60000     5.10858     0.61187     0.55835     1.06492
     1.04000     0.70000     5.10858     0.86560     0.79260     1.16933
     1.04000     0.80000     5.10858     1.40764     1.30370     1.50541
     1.04000     0.90000     5.10858     2.60126     2.50010     2.54548
