     1.00000    -1.00000     0.07928     0.07269
     1.01000    -1.00000     0.08457     0.07761
     1.02000    -1.00000     0.08982     0.08250
     1.03000    -1.00000     0.09505     0.08736
     1.04000    -1.00000     0.10009     0.09204
     1.05000    -1.00000     0.10510     0.09669
     1.06000    -1.00000     0.11007     0.10130
     1.07000    -1.00000     0.11494     0.10581
     1.08000    -1.00000     0.11975     0.11026
     1.09000    -1.00000     0.12447     0.11463
     1.10000    -1.00000     0.12910     0.11892
     1.00000    -0.90000     0.08368     0.07676
     1.01000    -0.90000     0.08929     0.08198
     1.02000    -0.90000     0.09478     0.08709
     1.03000    -0.90000     0.10028     0.09219
     1.04000    -0.90000     0.10561     0.09714
     1.05000    -0.90000     0.11096     0.10210
     1.06000    -0.90000     0.11611     0.10688
     1.07000    -0.90000     0.12123     0.11163
     1.08000    -0.90000     0.12632     0.11633
     1.09000    -0.90000     0.13129     0.12094
     1.10000    -0.90000     0.13619     0.12547
     1.00000    -0.80000     0.08857     0.08128
     1.01000    -0.80000     0.09442     0.08673
     1.02000    -0.80000     0.10036     0.09224
     1.03000    -0.80000     0.10620     0.09765
     1.04000    -0.80000     0.11179     0.10285
     1.05000    -0.80000     0.11742     0.10807
     1.06000    -0.80000     0.12292     0.11317
     1.07000    -0.80000     0.12832     0.11817
     1.08000    -0.80000     0.13366     0.12311
     1.09000    -0.80000     0.13890     0.12796
     1.10000    -0.80000     0.14403     0.13272
     1.00000    -0.70000     0.09422     0.08649
     1.01000    -0.70000     0.10040     0.09224
     1.02000    -0.70000     0.10667     0.09806
     1.03000    -0.70000     0.11271     0.10367
     1.04000    -0.70000     0.11873     0.10926
     1.05000    -0.70000     0.12465     0.11474
     1.06000    -0.70000     0.13042     0.12010
     1.07000    -0.70000     0.13625     0.12549
     1.08000    -0.70000     0.14190     0.13072
     1.09000    -0.70000     0.14736     0.13578
     1.10000    -0.70000     0.15283     0.14085
     1.00000    -0.60000     0.10040     0.09220
     1.01000    -0.60000     0.10704     0.09838
     1.02000    -0.60000     0.11369     0.10455
     1.03000    -0.60000     0.12012     0.11051
     1.04000    -0.60000     0.12656     0.11649
     1.05000    -0.60000     0.13288     0.12235
     1.06000    -0.60000     0.13903     0.12804
     1.07000    -0.60000     0.14514     0.13370
     1.08000    -0.60000     0.15113     0.13924
     1.09000    -0.60000     0.15698     0.14466
     1.10000    -0.60000     0.16286     0.15010
     1.00000    -0.50000     0.10749     0.09875
     1.01000    -0.50000     0.11462     0.10537
