     1.01000    -1.00000     0.02319     0.00005     0.00007    -0.00005
     1.01000    -0.90000     0.02319    -0.00005    -0.00003     0.00004
     1.01000    -0.80000     0.02319     0.00012     0.00016    -0.00010
     1.01000    -0.70000     0.02319     0.00004     0.00008    -0.00003
     1.01000    -0.60000     0.02319    -0.00001     0.00003     0.00001
     1.01000    -0.50000     0.02319    -0.00002     0.00002     0.00001
     1.01000    -0.40000     0.02319     0.00011     0.00015    -0.00004
     1.01000    -0.30000     0.02319    -0.00002     0.00004     0.00001
     1.01000    -0.20000     0.02319     0.00003     0.00009    -0.00001
     1.02000    -0.10000     0.02319    -0.00005     0.00002     0.00000
     1.02000     0.00000     0.02319     0.00004     0.00011     0.00000
     1.01000     0.10000     0.02319    -0.00021    -0.00016    -0.00002
     1.02000     0.20000     0.02319    -0.00046    -0.00033    -0.00009
     1.03000     0.30000     0.02319    -0.00043    -0.00022    -0.00013
     1.03000     0.40000     0.02319    -0.00098    -0.00078    -0.00039
     1.04000     0.50000     0.02319    -0.00191    -0.00134    -0.00095
     1.05000     0.60000     0.02319    -0.00252    -0.00183    -0.00151
     1.04000     0.70000     0.02319    -0.00279    -0.00190    -0.00195
     1.04000     0.80000     0.02319    -0.00611    -0.00343    -0.00489
     1.04000     0.90000     0.02319    -0.00126     0.00639    -0.00113
