     1.00000    -1.00000     0.02319     0.00016     0.00017    -0.00016
     1.01000    -1.00000     0.02319     0.00005     0.00007    -0.00005
     1.02000    -1.00000     0.02319     0.00011     0.00013    -0.00011
     1.03000    -1.00000     0.02319    -0.00009    -0.00006     0.00009
     1.04000    -1.00000     0.02319    -0.00005    -0.00002     0.00005
     1.05000    -1.00000     0.02319    -0.00009    -0.00004     0.00009
     1.06000    -1.00000     0.02319    -0.00008    -0.00003     0.00008
     1.07000    -1.00000     0.02319    -0.00015    -0.00009     0.00015
     1.08000    -1.00000     0.02319    -0.00017    -0.00010     0.00017
     1.09000    -1.00000     0.02319    -0.00022    -0.00014     0.00022
     1.10000    -1.00000     0.02319    -0.00021    -0.00012     0.00021
     1.00000    -0.90000     0.02319     0.00001     0.00001    -0.00001
     1.01000    -0.90000     0.02319    -0.00005    -0.00003     0.00004
     1.02000    -0.90000     0.02319     0.00012     0.00014    -0.00010
     1.03000    -0.90000     0.02319    -0.00001     0.00003     0.00001
     1.04000    -0.90000     0.02319    -0.00003     0.00000     0.00002
     1.05000    -0.90000     0.02319    -0.00008    -0.00004     0.00007
     1.06000    -0.90000     0.02319    -0.00017    -0.00011     0.00015
     1.07000    -0.90000     0.02319    -0.00022    -0.00015     0.00019
     1.08000    -0.90000     0.02319    -0.00026    -0.00018     0.00023
     1.09000    -0.90000     0.02319    -0.00022    -0.00013     0.00020
     1.10000    -0.90000     0.02319    -0.00024    -0.00014     0.00021
     1.00000    -0.80000     0.02319    -0.00005    -0.00002     0.00004
     1.01000    -0.80000     0.02319     0.00012     0.00016    -0.00010
     1.02000    -0.80000     0.02319     0.00001     0.00003    -0.00001
     1.03000    -0.80000     0.02319    -0.00006    -0.00003     0.00005
     1.04000    -0.80000     0.02319    -0.00010    -0.00005     0.00008
     1.05000    -0.80000     0.02319    -0.00008    -0.00003     0.00006
     1.06000    -0.80000     0.02319    -0.00014    -0.00009     0.00011
     1.07000    -0.80000     0.02319    -0.00015    -0.00007     0.00012
     1.08000    -0.80000     0.02319    -0.00022    -0.00013     0.00017
     1.09000    -0.80000     0.02319    -0.00024    -0.00016     0.00019
     1.10000    -0.80000     0.02319    -0.00022    -0.00013     0.00017
     1.00000    -0.70000     0.02319     0.00026     0.00027    -0.00018
     1.01000    -0.70000     0.02319     0.00004     0.00008    -0.00003
     1.02000    -0.70000     0.02319    -0.00003     0.00001     0.00002
     1.03000    -0.70000     0.02319    -0.00010    -0.00006     0.00007
     1.04000    -0.70000     0.02319    -0.00008    -0.00002     0.00005
     1.05000    -0.70000     0.02319    -0.00013    -0.00008     0.00009
     1.06000    -0.70000     0.02319    -0.00011    -0.00006     0.00008
     1.07000    -0.70000     0.02319    -0.00007     0.00000     0.00005
     1.08000    -0.70000     0.02319    -0.00020    -0.00010     0.00014
     1.09000    -0.70000     0.02319    -0.00037    -0.00025     0.00026
     1.10000    -0.70000     0.02319    -0.00027    -0.00016     0.00019
     1.00000    -0.60000     0.02319     0.00013     0.00016    -0.00008
     1.01000    -0.60000     0.02319    -0.00001     0.00003     0.00001
     1.02000    -0.60000     0.02319     0.00008     0.00012    -0.00005
     1.03000    -0.60000     0.02319    -0.00008    -0.00004     0.00005
     1.04000    -0.60000     0.02319    -0.00006    -0.00001     0.00004
     1.05000    -0.60000     0.02319    -0.00012    -0.00004     0.00007
     1.06000    -0.60000     0.02319    -0.00018    -0.00009     0.00011
     1.07000    -0.60000     0.02319    -0.00011    -0.00004     0.00007
